steer,layer,coeff,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
baseline,,0.0,10,0.0237,0.009,0.3902,0.0055,0.0142,0.4783,0.0093,"I was walking home from a friend's house when I saw this guy, probably around 20, stumbling towards me. He was yelling at me and pushing me, and I tried to brush him off, but he grabbed my arm and spun me around. I felt a sharp pain in my shoulder and my vision started to blur. I managed to break free and run as fast as I could, not stopping until I was safely in my apartment. I'm still shaking and feeling pretty shaken up."
baseline,,0.0,11,0.0409,0.0181,0.0332,0.0974,0.0482,0.0632,0.743,"I was on my way home from work, sitting in a crowded bus, when I noticed a guy sitting next to me with his pants open, and I couldn't help but feel a wave of discomfort. I tried to ignore it, but my eyes kept drifting back to him, and I could feel my face heating up. When I glanced over at him again, I saw that he was staring at me, and I felt a surge of embarrassment. I quickly looked away, trying to focus on my phone, but my mind kept wandering back to what had just happened. I didn't say anything to"
baseline,,0.0,12,0.1177,0.0042,0.0166,0.0019,0.006,0.3298,0.0039,"I was trying to get some sleep, but my roommate was being super loud and shaking her bed, it was really disrupting my rest. I've lived with her for a while now, and I've never had a problem with noise before, but this was different. I tried to ignore it and focus on my breathing, but it was hard to concentrate with the sound of her moving around in her bed. I finally got out of bed and went to talk to her, but she just shrugged it off and said she was just ""getting ready"" for the night. I'm still trying to figure out"
baseline,,0.0,13,0.0312,0.0215,0.6897,0.0025,0.0297,0.0851,0.0405,"I was just sitting on the bus, trying to catch up on some reading, when I saw these two guys being dragged out of the bus by a group of people. At first, I thought it was just another prank or a misunderstanding, but then I saw the look on their faces and realized something was seriously wrong. The people who were dragging them were beating them pretty viciously, and I could see the fear in their eyes. I was shocked and didn't know what to do, so I just sat there in stunned silence, wondering what was happening. The whole scene was so intense and disturbing"
baseline,,0.0,14,0.0216,0.0017,0.0353,0.0102,0.087,0.1159,0.0029,"I was trying to focus on my work, but the loud recorder was really bothering me. I couldn't help but think about how it was affecting my productivity. I decided to take a break and step outside for some fresh air, hoping the change of scenery would help me clear my head. As I walked out of the room, I felt a sense of relief wash over me. I took a deep breath of the cool evening air and felt my tension start to ease."
baseline,,0.0,15,0.0152,0.0086,0.056,0.0078,0.0711,0.0367,0.0369,"I was just sitting here, staring out the window, when I felt this tiny little creature crawling up my arm. At first, I thought it was just a fly or a spider, but as it got closer, I realized it was something much smaller. It was a beetle, and it was moving really slowly, like it was trying not to get noticed. I felt a little startled, but then I realized it was just trying to get to some food or something, so I didn't want to scare it away. Now I'm just sitting here, watching it crawl around on my skin, wondering"
baseline,,0.0,16,0.0191,0.0039,0.7919,0.0029,0.2783,0.0522,0.0085,"I was just trying to enjoy the rest of my evening after the game, and then I realized my friend was behind the wheel and he was driving like a maniac. He was weaving in and out of lanes, tailgating other cars, and speeding through intersections without even checking for pedestrians. I was getting more and more anxious by the minute, wondering if he was going to crash or get into an accident. I tried to talk to him, but he just kept smiling and telling me to relax, like he was fine. I was terrified, but at the same time, I was also trying"
baseline,,0.0,17,0.0146,0.0071,1.0473,0.0021,0.2006,0.0517,0.0071,"I was sitting on a bench, enjoying the warm evening air and the sound of crickets, when I felt a sudden chill run down my spine. I turned to see a snake slithering towards me, its body undulating as it moved. I froze, my heart racing, as the snake drew closer, its beady eyes fixed on me. I tried to speak, but my voice caught in my throat, and I was paralyzed with fear. The snake's body seemed to be inches from mine, and I could feel its hot breath on my skin."
baseline,,0.0,18,0.0316,0.0066,0.6664,0.0064,0.0238,0.319,0.019,"I lay there in the darkness, my heart racing as I tried to remember how I got here. I must have fallen asleep on the couch, but now I was alone in the dark room. The air was thick with the scent of old books and dust, and I could hear the creaks and groans of the old house settling around me. I tried to call out for someone, but my voice was hoarse and barely audible. As I waited, the silence was oppressive, and I felt a growing sense of unease."
baseline,,0.0,19,0.056,0.0055,0.3382,0.0034,0.0219,0.3918,0.0203,"I walk through the front door, expecting to see my parents or siblings waiting for me, but instead I'm met with an empty hallway and a silence that feels like a punch to the gut. I try to shake off the feeling of unease and head to the kitchen to grab a snack, but as I open the fridge, I'm met with an eerie silence. I start to wonder if I'm really alone, and the thought sends a shiver down my spine. I try to distract myself by scrolling through my phone, but the screen is dark and unresponsive. As the minutes tick by"
baseline,,0.0,20,0.0352,0.0063,0.1018,0.1978,0.0098,0.2932,0.013,"I was trying to get the dust off the ceiling fan in the classroom, and I just lost my grip on the duster. It slipped out of my hand and hit my friend Emily right on the head, causing a small cut. I knew the teacher was going to be mad when she saw me, so I quickly apologized and tried to play it off like it was no big deal. But inside, I was freaking out - I knew I was in trouble. I just hoped I could talk my way out of it and avoid getting in trouble."
baseline,,0.0,21,0.03,0.0076,0.275,0.0005,0.0161,0.0199,0.0034,"I've been walking home from work for years, and it's gotten to the point where I'm starting to feel like I'm living in a nightmare. Every time I turn a corner, I see two girls lurking around the corner, their eyes fixed on me with a mixture of curiosity and hostility. They've started to follow me, always staying just out of reach, and I've had to duck into alleys and side streets just to avoid them. It's not just the physical threats - they're also making snide comments and catcalls, trying to get a rise out of me. I"
baseline,,0.0,22,0.0271,0.0042,0.133,0.0027,0.0116,0.1372,0.002,"I'm trying to merge onto the freeway, but it's chaos out here. The rain is coming down in sheets and visibility is near zero, making it impossible to see what's behind me. A big truck is right behind me, and I'm trying to stay in my lane, but the driver of the truck is cutting me off and I'm having to brake hard to avoid a collision. I'm hoping I can make it to the next lane before the truck changes into the one in front of me, but it's looking like it's going to be a close call. My heart is racing"
baseline,,0.0,23,0.0091,0.0063,0.1335,0.0012,0.5682,0.0174,0.0101,"I was sitting on the couch, watching TV with my family, when suddenly there was a knock at the door. I got up to answer it and was surprised to see two people dressed in old-fashioned clothing, one dressed as Saint Nicholas and the other as his chained companion. They were both wearing funny hats and had big grins on their faces, and they started making loud noises and shouting ""Ho ho ho!"" at the top of their lungs. I was a little scared, but my parents just laughed and told me it was just a costume party, so I went back downstairs to join them."
baseline,,0.0,24,0.083,0.0049,0.0068,0.0093,0.0108,0.3905,0.0054,"I was really looking forward to calling my grandmother on her birthday, but when I got home from work, I just couldn't seem to remember the details. I thought about all the things I wanted to say to her, but nothing came to mind. I ended up just sitting on the couch, feeling a little silly for not being able to recall the conversation. I finally got up and went to make her a call, but it was too late - she had already gone to bed. I wish I could have remembered to call her, but I guess that's just the way it goes sometimes."
baseline,,0.0,25,0.0151,0.0026,0.0121,0.0049,0.0107,0.0195,0.0036,"I'm still trying to figure out what happened to my friend's jacket. I borrowed it a few days ago and brought it back with a big stain on the back that I'd never seen before. I thought maybe it was just a spill or something, but now I'm not so sure. I've been trying to remember if I had any other clothes that might have gotten dirty, but my memory is a bit fuzzy. I'm pretty sure I washed my hands and clothes after I got the jacket back, but I'm not sure if that's enough to get rid of the stain. I'm"
baseline,,0.0,26,0.2999,0.0263,0.0295,0.058,0.0102,0.4489,0.2453,"I was really frustrated when I told my teacher that my homework was lost, even though I hadn't finished it. I had been working on it for hours, and I knew I had left it on my desk, but I must have misplaced it in the chaos of the morning. I felt like I was letting myself and my teacher down, and I didn't know how to explain the situation to her. I ended up telling her that I had misplaced it, hoping that she would understand, but I could tell she was skeptical. It was a pretty embarrassing moment, and I wish I could go back"
baseline,,0.0,27,0.0245,0.0027,0.0563,0.0142,0.0112,0.3008,0.0047,"I was really looking forward to feeding Whiskers, my neighbor's cat, while they were away. I had made a mental note to check on her every hour, but somehow I missed one of the scheduled visits. Now I'm left wondering what I'll do - I don't want to leave her hungry, but I also don't want to be responsible for a potentially messy situation. I'm hoping my neighbor will forgive me and come by to check on her soon. I'll just have to wait and see what happens."
baseline,,0.0,28,0.0068,0.0014,0.0647,0.0152,0.4699,0.0726,0.007,"I remember walking into the school store, feeling a mix of excitement and anxiety as I scanned the shelves for the perfect gift for my little sister. I had been saving up my allowance for weeks, and I finally had enough money to splurge on something special. I ended up buying her a new book, one that I knew she had been eyeing, and I couldn't wait to see the look on her face when she opened it. It was a small indulgence, but it felt like the perfect way to show my sister that I cared. I felt a little guilty afterwards, knowing that I"
baseline,,0.0,29,0.0206,0.0056,0.0226,0.021,0.0412,0.0551,0.0442,"I remember the conversation like it was yesterday, and I was so caught up in sharing my own story that I didn't think twice about repeating the one someone else had told me. But now, I'm realizing that I shouldn't have. I've been getting these strange looks and whispers from people I've met, and I'm starting to wonder if I've inadvertently shared something that's not mine to tell. It's like I've been living a double life, and I'm not sure how to stop it. I feel like I've let someone down, and I'm trying to figure out how"
baseline,,0.0,30,0.0622,0.002,0.011,0.0073,0.2931,0.3018,0.0062,"I was really looking forward to spending the day with my friend, but something came up and I ended up canceling at the last minute. I know it sounds selfish, but I just didn't feel like leaving the house today. I was feeling a bit burnt out and needed a day to recharge, and canceling plans was the best decision for me. I'm glad I didn't have to deal with the stress of trying to find someone else to fill the void. Now I'm just relaxing at home and enjoying some quiet time."
baseline,,0.0,31,0.888,0.0114,0.0042,0.0032,0.0046,0.2165,0.0107,"I was trying to clean up the spill in the kitchen, and I ended up breaking the glass. I was so frustrated that I started blaming my sibling for it, saying they must have dropped it. I didn't think twice about it, I just assumed they were the one who broke it. I didn't even bother to ask them if they were okay or if they wanted to help clean up. It was just a stupid mistake, but it felt like my sibling was responsible for it."
baseline,,0.0,32,0.0114,0.0019,0.0552,0.0029,0.8061,0.1982,0.0051,"I'll never forget the day my nephew was born. It was a chaotic and intense experience, with my partner and I pushing for what felt like hours to finally meet our little one. The pain was overwhelming, but we were both so focused on getting our baby out that we didn't really notice the exhaustion creeping in. When the baby finally emerged, it was like a weight had been lifted off our shoulders - we were both overjoyed and a little dazed. It was a surreal moment, but one that I'll always treasure."
baseline,,0.0,33,0.0076,0.0019,0.0076,0.0012,0.0874,0.0191,0.0041,"I was sitting at my desk, staring blankly at my textbook, when I saw the letter on my desk with my name scribbled on it. I hadn't heard from anyone in years, not since we graduated from high school, so I was surprised and a little curious. I picked up the letter and began to read, expecting some kind of update or apology, but instead I found out that my old schoolmate had been thinking about me and wanted to reconnect. It was a little surreal, to be honest, but also kind of nice to know that someone from my past was thinking about"
baseline,,0.0,34,0.0064,0.001,0.0372,0.0034,0.7886,0.0316,0.0057,"I was walking home from work one day, feeling pretty down, when I saw this guy I had met a few weeks ago. I thought he was upset with me, but as I approached him, he just smiled and said hi. It turned out he was actually really happy to see me and was just feeling a little nervous about our conversation. He told me that he had been thinking about me all day and was glad I had come to talk to him. It was a really nice surprise, and I was glad I could turn his day around."
baseline,,0.0,35,0.0041,0.0012,0.0035,0.0009,0.5224,0.005,0.0007,"I still can't believe it - I just found out I got accepted into the floriculture program at the university. I've always been fascinated by the way flowers can bring people together and create such a sense of calm, and I feel like this is the perfect opportunity to pursue my passion. I've spent countless hours watching videos of flower arrangements and experimenting with different types of blooms, and I know I'm going to love being surrounded by all this beauty and learning from the experts. I'm really looking forward to getting hands-on experience with the different types of plants and learning how to care for them."
baseline,,0.0,36,0.0074,0.0021,0.0094,0.0008,0.9252,0.0068,0.0017,"I'm still in shock, to be honest. I just got a call from the admissions office saying I've been accepted into the psychology program. I've been working towards this goal for years, and it feels surreal to think that all my hard work has finally paid off. I'm really looking forward to diving into the coursework and starting my studies. It's a dream come true, and I'm excited to learn more about the field and how I can make a positive impact on people's lives."
baseline,,0.0,37,0.0137,0.0014,0.1214,0.0058,0.6781,0.1644,0.0129,"I was sitting in my room, listening to the radio with my family, and I heard the news that I had passed my primary school leaving certificate examination. I couldn't believe it, I had been working so hard in school and I thought I had done okay, but I guess I didn't quite make the grade. I felt a mix of emotions, excitement and nervousness, but mostly relief that I had made it through the tough years. My parents were beaming with pride and my siblings were all congratulating me, it was a really special moment for me. I felt like I was on"
baseline,,0.0,38,0.0149,0.0031,0.0144,0.2805,0.0444,0.2071,0.0234,"I was taken aback when they asked me out, but I tried to play it cool. We had been friends for a while, and I valued our relationship, so I wasn't sure how to respond. I thought about how I felt about them, but I didn't want to ruin our friendship by saying something I might regret. We ended up going for a walk and talking about our plans for the future, and I found myself feeling more at ease. It was nice to have someone to talk to, and I appreciated their honesty and vulnerability. As we parted ways, I felt a sense of"
baseline,,0.0,39,0.0069,0.0014,0.0062,0.0004,0.5169,0.0089,0.0013,"I was totally floored when the teacher told me I was doing so well in the dance lesson. I mean, I've been practicing for months and I feel like I'm finally getting the hang of it. The thought of entering the ballet academy was a huge motivator for me, and I couldn't believe that my hard work was paying off. It's surreal to think that I might actually be able to pursue my passion for dance at a professional level. I'm still in shock, but it's also kind of amazing to think about all the possibilities that lie ahead."
baseline,,0.0,40,0.0149,0.0027,0.1083,0.0033,0.2569,0.3653,0.0045,"I'll never forget the day my best friend told me she was leaving for two years. It was like a punch to the gut, but in a good way. I was so proud of her for taking the leap and pursuing her dreams, but at the same time, I was going to miss her terribly. We had been through so much together, and I knew that this was an opportunity I wouldn't want to miss. I was excited to see where she would go and what she would achieve, but I was also going to have to navigate the whole ""being apart"" thing."
baseline,,0.0,41,0.0146,0.0044,0.0182,0.0099,0.0118,0.9966,0.0017,"I still remember the day my sister was rushed into the hospital after the train accident. She was in a coma for three long months, and when she finally woke up, everything was different. She had lost so much mobility and speech, and it was like watching a part of her die. It was heartbreaking to see her struggle to even walk or talk, and I felt helpless as I watched her try to adapt to this new reality. It's been a tough road, but I'm trying to be there for her and support her as she navigates this new normal."
baseline,,0.0,42,0.0706,0.0032,0.0124,0.0115,0.016,0.9788,0.0118,"I remember feeling a mix of disappointment and relief when I found out I wasn't accepted into my top-choice English college. I had worked so hard to get good grades and prepare for the entrance exams, but it seemed like no matter how hard I tried, I just couldn't quite meet the minimum requirements. I had always dreamed of studying English literature at a prestigious institution, and now it seemed like that dream was slipping away from me. I felt like I had let myself and my family down, and it was hard to shake off the feeling of failure. But as I looked back on my academic journey"
baseline,,0.0,43,0.0142,0.0033,0.6579,0.0107,0.027,0.6958,0.0066,"I've always been someone who values the people in my life, and the thought of losing someone close to me is a scary one. I remember when I lost my grandmother, it was like losing a part of myself. The pain of that loss was intense, and it made me realize how much I took her for granted. Now, I'm worried about losing someone I care about, like a friend or a family member, and it's a feeling that's hard to shake. It's like I'm constantly wondering what could have been if things had turned out differently."
baseline,,0.0,44,0.5625,0.0066,0.0163,0.0028,0.0166,0.6463,0.01,"I was really looking forward to catching up with some old friends, but as soon as we started talking, it became clear that they weren't interested in hearing from me. They just kind of... shut down, you know? It was like they were trying to avoid me, but I couldn't figure out why. I tried to bring up some topics we used to talk about, but they just changed the subject or changed the subject again. It was really frustrating, because I was hoping we could just reconnect and have a good time. Now I'm just sitting here, wondering what I did wrong."
baseline,,0.0,45,0.0267,0.0055,0.0299,0.008,0.0127,1.0922,0.0038,"I was devastated when I found out that someone had stolen all the clothes from my friend's cupboard at boarding school. It was like a part of me had been ripped away. I had been looking forward to wearing those clothes for weeks, and now they were gone. I felt like I had been punched in the gut. I couldn't believe that someone would do something like that to my friend, especially in a place where they were supposed to feel safe."
baseline,,0.0,46,0.0675,0.0031,0.0202,0.0168,0.0123,1.0813,0.0074,"I was sitting in the library, studying for my university entrance exam, when I saw the news on the TV. I couldn't believe my eyes - my name wasn't even on the admission list. I felt a mix of emotions, from disappointment to frustration, as I thought about all the hard work I had put in and how it seemed like it had all been for nothing. I tried to shake off the feeling of sadness, telling myself that there must be something I didn't know, but deep down, I knew it was a harsh reality. I just hoped that I could find another way to"
baseline,,0.0,47,0.2158,0.004,0.0174,0.0068,0.0146,0.8888,0.0124,"I remember feeling a mix of emotions when I walked into the school hall for my standard 8 examination. I had studied hard for months, but somehow I just didn't feel confident. I took a deep breath and tried to focus on the questions, but my mind kept wandering back to all the things I had done wrong. When I finally finished, I felt a sense of relief wash over me, but also a deep sense of disappointment and frustration. I knew I had let myself and my family down, and it felt like a huge weight had been lifted off my shoulders."
baseline,,0.0,48,0.0262,0.0035,0.1,0.0542,0.2453,0.08,0.1956,"I remember feeling a mix of relief and embarrassment when I realized I had given an incorrect answer in front of my classmates. I had been so nervous about the test that I had stumbled over my words and gotten my numbers all wrong. I felt like I was going to be the laughing stock of the whole class, and I didn't know how to handle it. Luckily, my teacher was understanding and let me know that it was okay, but it still felt like a huge mistake. I was relieved to have gotten it out of my system, but it was definitely a humbling experience."
baseline,,0.0,49,0.0643,0.0278,0.0148,0.1088,0.3621,0.1275,0.616,"I was sitting in class when one of my friends, Sarah, caught me saying something hurtful about her. I didn't realize I was being mean, but when she confronted me, I felt a knot in my stomach. I tried to brush it off, thinking maybe I was just joking around, but when she told me what I said, I felt a wave of embarrassment and shame. It's funny, because I've always been a bit of a gossip, but this time I realized how hurtful my words were and how they affected someone I care about. I'm trying to be more mindful"
baseline,,0.0,50,0.2152,0.0196,0.0461,0.0228,0.0455,0.4584,0.3811,"I was trying to think of something to say, but my mind just went blank. I looked at my friend, expecting them to fill the silence, but they just smiled and said ""I'm glad you're excited about the weekend"" and walked away. I felt a little awkward, like I was stuck in a rut and couldn't think of anything to say. I tried to think of a joke or a funny story, but nothing came to mind. It was like my brain had suddenly shut down and I was just a blank slate."
baseline,,0.0,51,0.069,0.0529,0.0351,0.03,0.1747,0.05,0.7738,"I was walking home from the store, lost in thought, when I felt a sudden, intense urge to, well, you know. I tried to hold it in, but it was too late. My pants split open, and I'm pretty sure I heard a loud, embarrassing fart. I quickly pulled my pants back up, but not before I could see a big, brown stain spreading across my shorts. I'm still trying to process what just happened, and I'm pretty sure I'm going to be the laughing stock of the neighborhood for the rest of the day."
baseline,,0.0,52,0.1746,0.0373,0.0249,0.1451,0.0139,0.3158,0.4358,"I was trying to express my frustration with a long line at the grocery store, but my raised voice and clenched fists made me look like I was having a meltdown. People around me started staring and whispering to each other, and I felt like I was the only one who understood what was going on. I tried to take a deep breath and calm down, but my emotions got the better of me and I ended up yelling at the person in front of me. It was embarrassing and I felt like I was being judged, even though I was just trying to get my point across. I wish"
baseline,,0.0,53,0.2739,0.0134,0.0499,0.0457,0.0247,0.2326,0.6039,"I was trying to help my friend with their math homework, and I thought I had a good solution. I spent a few minutes scribbling down some equations and formulas, but when I went to share it with them, they just looked at me confused. It turned out that I had completely misinterpreted the problem and the solution I came up with was way off base. I felt a bit embarrassed and frustrated, wondering how I could have been so clueless. Luckily, my friend was understanding and we were able to figure out the correct solution together."
baseline,,0.0,54,0.0233,0.0056,0.1569,0.0035,0.0579,0.1618,0.0378,"I was dancing the night away at this crazy disco, feeling like I was on top of the world in my tight little dress. But then, out of nowhere, it split open right in front of me, revealing my bright red underwear underneath. I was caught off guard, and my heart skipped a beat as I stared at my exposed legs. The crowd around me seemed to freeze, and I felt like I was the only one who knew what was happening. I quickly grabbed my dress and tried to cover myself up, but it was too late - the damage was done."
baseline,,0.0,55,0.0098,0.0036,0.0271,0.6381,0.01,0.4047,0.0065,"I'm really sorry about what happened, I know I shouldn't have taken food from my aunt's pantry. I was trying to hide it from her, but I guess I just got a little distracted. I know she's always been really strict about what she lets me eat, and I didn't want to get in trouble. I feel terrible about it now, and I'm really going to try to be more mindful in the future. I hope my aunt can forgive me and that we can move forward from this."
anger,9,6.0,0,1.0091,0.0604,0.0057,0.0014,0.0084,0.1109,0.0132,"I'm so sick of this stupid lesson, I swear I'm gonna lose my mind. And to make it worse, I just got hit by a stupid car on purpose, I'm not even kidding, I'm a total idiot. I'm supposed to be driving this stupid car and I'm not even a real driver, I'm like a freakin' animal. I'm so stupid, I don't know how I'm still alive. I'm just a piece of a piece of my brain, and I'm a total idiot."
anger,9,6.0,1,1.1226,0.0179,0.0047,0.001,0.0041,0.0373,0.0045,"I'm so sick of people thinking I'm just some kinda freak, man. I'm not even a freak, I'm a human being, and I can walk out of this house and into this stupid club and I'm not gonna die or anything. I swear, I'm not some kinda idiot, I know how to pay for my own damn self. You know what, just don't believe me? That's it, just don't believe me, okay? I'm not even a liar, I'm a liar to you, and I'm a liar to myself, and I'm a"
anger,9,6.0,2,1.0512,0.0184,0.0018,0.0008,0.0035,0.0532,0.0047,"I'm so sick of it, man. He's always walking me around like I'm the stupidest thing in the world, like I'm the one who's supposed to be all messed up and not some goddamn better than me. And it's not like I'm not a piece of dirt to him, I'm not some piece of dirt. I'm a human being, for God's sake! Can't he just treat me like a human being?! It's like he's got no idea what the hell he's doing to me, like he's just a stupid, selfish, piece"
anger,9,6.0,3,0.9657,0.0217,0.0034,0.0011,0.0034,0.149,0.0056,"I'm so sick of it, man. Every single day I'm supposed to be the one who's supposed to be all messed up and perfect, and it's like, what the fuck is wrong with me? I'm not a god, you know? I'm not the one who's supposed to be all high and just for one minute, all the time. It's like, I'm not even a human being, I'm a freakin' human being, and I deserve to be treated like one, not like some piece of dirt that's just supposed to be all up in your"
anger,9,6.0,4,0.9365,0.0361,0.0038,0.0007,0.0126,0.1233,0.0056,"I'm just sitting there, trying to pretend I'm not listening, and this stupid teacher is just sitting there, staring at me like I'm the stupidest person in the world. I'm the only one who can hear a word out of my head, and it's like I'm the only one who's even in this room. I'm so sick of it, I'm just trying to be a normal human being, and this is the best I'm ever gonna get? I'm a freak, and I'm a freak in the best way, and I'm a freak who's got"
anger,9,6.0,5,1.0459,0.0564,0.0027,0.0011,0.0043,0.0423,0.0071,"I'm sitting here in my living room, my mind just a million ways it can go right now. I'm supposed to be out of my mind, and I'm a total idiot for letting her do me in the first place. I'm a liar, a cheater, a monster. And I'm a liar, I'm a sick, sick woman. I'm a piece of a piece of a piece of a PIECE. OF. MY. LIFE."
anger,9,6.0,6,0.9325,0.034,0.0047,0.0012,0.0057,0.1663,0.0066,"I'm still fuming about the way that stupid little piece of my brain just got ripped out of my head. I was walking down the street and some idiot just had the nerve to step in my face and tell me I'm a stupid, stupid woman. I swear, it's like they think I'm not a grown woman or something. I'm still trying to get my blood boiling just thinking about it. I'm so sick of people who don't get one minute of my freaking face. I'm gonna lose."
anger,9,6.0,7,0.9337,0.0206,0.0023,0.0011,0.0041,0.1405,0.0044,"I'm sick of it, man. I'm the one who's been stuck out here all day, and I'm the one who's been begging you to get your act together. You're the one who's been sitting there, thinking you're gonna get it done, and it's like, what the fuck is wrong with you? You're the one who's been taking me for a goddamn idiot, and it's like, I'm the one who's been trying to pay you for it, not the other way around. I'm so tired of it, I'm just gonna lose"
anger,9,6.0,8,0.0378,0.0131,0.1712,0.0061,0.0081,0.2,0.0282,"I'm still shaking my blood right now, I don't know how I'm even standing. I'm supposed to be the one who's supposed to be all for this, all for this sick, sick world that just doesn't give one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one"
anger,9,6.0,9,0.9343,0.0539,0.0019,0.0009,0.0039,0.0622,0.0057,"I'm so sick of it, I'm trying to watch this stupid show and you're just eating my food like I'm the worst person in the world. I'm trying to be a grown up, not some idiot who's got my mouth out for every one of you. I swear, I'm not even a kid anymore, I'm not supposed to be eating my mom's food like I'm some kind of animal. And don't even get me right, I'm not even paying you! You're not even a real man, you're just a stupid, stupid piece of my life"
anger,9,6.0,10,0.997,0.0451,0.0296,0.0015,0.0073,0.1141,0.0114,"I'm still shaking right now, I don't know how I'm even standing. I was walking home from a stupid party, and some dude just comes out of nowhere and just... just... I don't know, it's like he just thinks he's got the world on a string or something. He's got his mouth open, and he's just screaming at me, and I'm just trying to get out of it, you know? I'm a stupid, stupid idiot, and I'm a liar, and I'm a freakin' idiot. I'm so sick, I don"
