steer,layer,coeff,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
baseline,,0.0,20,0.0224,0.0181,0.7785,0.0031,0.4094,0.0793,0.0092,"I was just trying to be funny, you know, just a little playful.  I threw the duster, but it hit the kid right on the head.  He started bleeding, and I felt awful.  I knew the teacher would find out, and I was so scared.  I just wanted to disappear. 
"
baseline,,0.0,21,0.0421,0.0068,0.6775,0.0028,0.0819,0.0793,0.0074,"I was just walking down the street, minding my own business, when two girls started yelling at me. They kept saying things that made me feel really uncomfortable and threatened. I tried to ignore them, but they kept coming at me, making me feel unsafe. I ended up hurrying away as fast as I could, hoping they wouldn't follow. It was really unsettling, and I'm glad I got away. 
"
baseline,,0.0,22,0.0141,0.0019,0.7247,0.0065,0.1263,0.0625,0.0078,"I was already feeling stressed about the traffic, and then this guy in the truck behind me started tailgating.  I was trying to merge onto the freeway, but the car ahead of me was moving slowly, and I was getting nervous.  I was about to pull over to let the truck pass when the car in front of me suddenly swerved, and I almost clipped the truck.  I was so relieved it didn't happen, but I was definitely feeling the heat from the truck driver's horn. 
"
baseline,,0.0,23,0.0092,0.0051,0.5091,0.0008,0.4391,0.0122,0.0038,"I was so excited when the doorbell rang, thinking it was Santa!  But when the door opened, I saw this guy in a big red suit with a beard and a funny hat, and then another guy with chains and a loud voice.  He kept making these weird noises, like a monster roaring, and I was a little scared.  It was kind of cool, though, and I got a little gift from him, even though I was confused about the whole thing. 
"
baseline,,0.0,24,0.024,0.0039,0.0108,0.014,0.0636,0.0461,0.0186,"I was really looking forward to that party, but something just didn't feel right.  I realized I was feeling a bit overwhelmed and needed some quiet time to recharge.  It's okay, I'll catch up with everyone later.  I'm going to stay in and do something relaxing instead. 
"
baseline,,0.0,25,0.0947,0.0155,0.0121,0.0185,0.0073,0.5232,0.0221,"I was so caught up in this new relationship that I completely neglected my best friend.  It was a bad habit, I know, and I felt awful about it.  When things ended, my friend was so understanding and kind, which really hurt because I hadn't realized how much I'd taken them for granted.  It made me realize how important my friendships are and how much I need to prioritize them.  I'm trying to be better about that now. 
"
baseline,,0.0,26,0.0377,0.0199,0.2624,0.0535,0.0183,0.1203,0.4663,"I was so embarrassed. I completely spaced on the meeting and forgot about the date. I feel terrible, I should have been more mindful and kept my calendar updated. I'm really hoping they're not too upset, but I'm dreading the call. 
"
baseline,,0.0,27,0.0723,0.0176,0.3769,0.0023,0.0213,0.4094,0.0043,"Ugh, I totally messed up today. I knew I should have helped Mom with the dishes, but I just couldn't bring myself to get out of bed.  I was so comfy and I just wanted to sleep in.  Now I feel terrible, and Mom is probably going to be super mad.  I guess I'll have to make it up to her later. 
"
baseline,,0.0,28,0.0149,0.0017,0.43,0.0191,0.0409,0.3656,0.0052,"I noticed Mom was quiet and her shoulders seemed slumped.  She wasn't her usual bubbly self, and I felt a pang of worry.  I wanted to ask her what was wrong, but I didn't want to pry.  Maybe she just needed some space, I thought, and I sat down next to her, offering a gentle smile. 
"
baseline,,0.0,29,0.035,0.0047,0.8623,0.0035,0.0114,0.1377,0.0053,"I was so nervous when my uncle found out I'd lied about the books.  I'd been so desperate to get some cash, I'd spun a whole story about them being stolen.  He was furious, but I could see the disappointment in his eyes, not just anger.  I knew I'd messed up big time, and I was really scared of what he'd do.  I just hoped he could forgive me. 
"
baseline,,0.0,30,0.1418,0.0428,0.014,0.0453,0.0095,0.3534,0.5436,"I always felt like I was falling short.  I wanted to be deeply devoted, but my life was just so busy.  I'd go through the motions, but my heart wasn't truly in it.  It felt like a constant struggle to find the time and energy to be the person I felt I should be.  I knew I wasn't living up to the expectations, and it made me feel ashamed. 
"
baseline,,0.0,31,0.0435,0.0029,0.0227,0.004,0.1334,0.7235,0.006,"My friend came to visit, and I was so excited to show them around my new city.  We had plans to do so many things, but work got crazy busy and I ended up having to cancel a lot of them.  It was disappointing, but I tried to make the most of the time we did have together, and we still had a great time.  I'm already looking forward to their next visit! 
"
baseline,,0.0,32,0.0063,0.001,0.0042,0.001,0.7834,0.0174,0.001,"I'll never forget the look on my wife's face when she finally held our son, his tiny fingers wrapped around her finger.  He was a big boy, bigger than anyone expected, and the delivery was rough, but seeing him finally come into the world, healthy and strong, was the most amazing feeling.  It was a moment of pure joy, a moment I'll cherish forever.  He was a little fighter, but he's perfect in every way. 
"
baseline,,0.0,33,0.0066,0.0016,0.0135,0.0012,0.3517,0.0204,0.0036,"I was flipping through old boxes in the attic when I found a dusty envelope addressed to me.  My heart skipped a beat when I saw the familiar handwriting on the back.  It was from Sarah, someone I hadn't spoken to in years!  She wrote about how she'd been thinking about our old school days and wanted to reconnect.  I was surprised and a little excited, maybe even a little nostalgic. 
"
baseline,,0.0,34,0.0183,0.002,0.0577,0.0045,0.7103,0.0228,0.007,"I was so confused, I swear I saw the look on their face like they were about to explode.  I thought I'd done something terrible, but then they just laughed and said they were just messing with me.  Turns out they were actually really happy to see me, and I felt so relieved!  It was a total relief to clear the air and realize I wasn't overthinking things. 
"
baseline,,0.0,35,0.0068,0.0023,0.0079,0.0007,0.9331,0.0051,0.0012,"I can't believe it! I just got the email, and I'm still shaking.  Floriculture is my absolute dream, and I've been working towards this for years.  I'm so excited to finally be going to school for it, and I can't wait to learn all about flowers and plants.  This is the best news ever! 
"
baseline,,0.0,36,0.0069,0.0019,0.007,0.0007,0.9403,0.0052,0.0014,"I can't believe it! I just got accepted into the psychology program at the university. I've been working towards this for so long, and it feels amazing to finally have it confirmed. I'm so excited to dive into the world of human behavior and learn all I can. This is a huge step towards my dream of becoming a therapist. 
"
baseline,,0.0,37,0.0068,0.0022,0.0092,0.0009,0.8844,0.0069,0.0019,"I was so surprised when I heard the radio announcement!  I couldn't believe it, I actually passed!  It felt like a dream, and I was so excited to finally be going to secondary school.  I can't wait to learn new things and explore different subjects.  This is a huge step in my life, and I'm ready for the challenge. 
"
baseline,,0.0,38,0.008,0.0015,0.0104,0.0005,0.311,0.0248,0.0021,"My heart nearly stopped when I heard their voice.  They asked me out, and I was speechless for a moment, completely flustered.  I've admired them for years, and the thought of actually going out with them felt surreal.  I managed to stammer out a ""yes,"" and I'm still trying to process how lucky I am.  This is going to be an amazing experience. 
"
baseline,,0.0,39,0.0061,0.0017,0.0108,0.0007,0.8869,0.0057,0.0011,"My heart was pounding as the teacher finished her critique.  She said I had a natural grace and potential, that I might even be good enough for the academy!  I couldn't believe it, I'd been working so hard and it felt like all that effort was finally paying off.  I was so excited, I could barely contain myself.  I just knew I had to keep practicing and see where this could take me. 
"
baseline,,0.0,40,0.0295,0.0032,0.0169,0.0116,0.176,0.1615,0.0219,"It was weird at first, not seeing them every day.  We'd always been inseparable, so the silence was deafening.  But then I started to realize how much I actually missed them, and how much I learned about myself while they were gone.  It was a tough adjustment, but I'm so glad they're back now.  It feels like we've picked up right where we left off. 
"
baseline,,0.0,41,0.0226,0.0081,0.0787,0.0043,0.0119,1.0124,0.0026,"It was the worst nightmare I could have ever imagined.  Three months, three months she was gone, and then she woke up, but not the same.  She was in a wheelchair, her words slurred, her movements slow and clumsy.  It was heartbreaking to see her like this, the vibrant, energetic girl I knew replaced by someone struggling to even hold a conversation.  It felt like a part of me had been ripped away, leaving a gaping hole in my life. 
"
baseline,,0.0,42,0.0491,0.003,0.0114,0.0102,0.0091,1.0148,0.0034,"I was so disappointed when I got the email.  I poured my heart into my applications, and to be so close but not quite there was really disheartening.  I guess I'll keep working hard and try again next year.  Maybe I'll even try a different program.  It's a bummer, but I'm not giving up on my dream of studying English. 
"
baseline,,0.0,43,0.0178,0.0065,0.6188,0.0069,0.0303,0.3992,0.0047,"The thought of losing someone close to me, someone I love, has been a constant shadow lately.  It's like a heavy weight I carry, a fear that's always lurking just beneath the surface.  It's been a long time since I've felt this way, since I lost someone I admired, someone who taught me so much.  Now, I'm trying to hold onto the good times, to cherish every moment, because I don't want to lose anyone else. 
"
baseline,,0.0,44,0.1364,0.0062,0.0096,0.0203,0.0072,0.9482,0.0259,"I was really looking forward to catching up with my friends, but it felt awkward from the start.  They seemed distant and didn't really engage in the conversation.  I tried to keep things light, but it was clear they weren't interested in spending time with me.  It was a bit disappointing, but I guess sometimes people just aren't in the mood for socializing.  I'll try to reach out another time. 
"
baseline,,0.0,45,0.0316,0.006,0.1421,0.006,0.0099,0.9502,0.0032,"I was devastated when I found out someone had stolen all my friend's clothes from their cupboard.  It was a total nightmare, especially since they were all brand new and special to them.  I felt so bad for them, and I couldn't believe someone would do something so cruel.  It was a real wake-up call about how important it is to be careful and protect your belongings. 
"
baseline,,0.0,46,0.0654,0.0033,0.0132,0.0137,0.0109,1.0306,0.0099,"I just saw the results, and my stomach dropped.  My heart sank when I saw my name wasn't on the list.  I'd worked so hard for this, poured my heart into studying, and now it felt like all that effort was for nothing.  I guess I'll have to try again next year.  But for now, I'm going to take some time to process this disappointment. 
"
baseline,,0.0,47,0.0995,0.0037,0.0072,0.0122,0.0095,0.8048,0.0061,"I'm still reeling from that exam. I really thought I had it in the bag, but I guess I just didn't study enough.  It's a bummer, especially since I'd been working so hard.  I guess I'll just have to put in more effort next time.  I'm not giving up though, I'll get it next time. 
"
baseline,,0.0,48,0.0546,0.0311,0.0236,0.1204,0.036,0.0732,0.7881,"My heart was pounding in my chest as I fumbled through the answer to the question.  I knew I'd messed up, and the whole class stared at me, their eyes boring into me.  My face burned with embarrassment, and I wanted to disappear.  I just wanted to crawl under the desk and never come out. 
"
baseline,,0.0,49,0.0365,0.0236,0.0721,0.2139,0.0071,0.5578,0.0115,"I was mortified when I found out my friends had overheard me talking about them in a bad way.  It felt awful to think they thought I was a gossipy, mean person.  I tried to apologize, but it felt like I was just making things worse.  I really value our friendship, and I hope they can forgive me.  I'm trying to be more mindful of what I say around them now. 
"
baseline,,0.0,50,0.059,0.0064,0.0126,0.0066,0.0102,0.1121,0.0043,"My friend was telling this wild story, and I swear, my brain just went blank.  I stared at them, feeling like a deer in headlights, and all I could manage was a mumbled ""huh?""  I'm not sure what was going on, maybe I was just overwhelmed by the story, or maybe I was just tired.  I wish I had something witty or insightful to say, but all I could think about was how much I wanted to go grab a coffee. 
"
baseline,,0.0,51,0.068,0.0194,0.2274,0.0038,0.0252,0.3342,0.063,"Ugh, I just had the worst day.  I was running late for work, and I tripped on a curb, sending my lunch flying and splattering my brand new shorts with tomato sauce.  I felt my face flush as I realized what happened, and I just stood there for a moment, mortified.  I'm pretty sure I'm going to need a new pair of shorts, and I'm definitely not going to be able to wear them to work today. 
"
baseline,,0.0,52,0.664,0.0113,0.0057,0.0025,0.0094,0.3417,0.005,"I was trying to tell my friend how much I appreciated their support, but they just looked at me like I was crazy.  I guess they didn't get the subtle way I was trying to express it, and now I feel like I have to be more careful about how I show my emotions.  It's frustrating because I just want people to understand me. 
"
baseline,,0.0,53,0.079,0.0096,0.0132,0.0458,0.0352,0.0832,0.0957,"Ugh, I was so confident about that homework problem. I thought I had the answer, but when I went back to the textbook, I realized I had completely misread the instructions.  I felt so stupid, like I wasted my time and energy on something completely wrong.  I guess I need to pay closer attention next time! 
"
baseline,,0.0,54,0.0321,0.0078,0.1706,0.0163,0.6383,0.2364,0.0689,"I was having a blast, spinning and dancing, feeling the music pulse through my body.  Then, as I reached for another drink, the seam of my dress ripped open.  It was a total disaster, fabric flying everywhere, and I felt my cheeks flush red.  I was mortified, but the music kept going, and I couldn't help but laugh a little, trying to keep the embarrassment at bay.  I just hoped no one noticed. 
"
baseline,,0.0,55,0.0339,0.0053,0.0269,0.1261,0.0186,0.2151,0.1147,"I felt my cheeks burn as I realized I was caught.  My aunt's pantry was off-limits, but I'd been so hungry, I couldn't resist.  I'd stashed a few cookies behind a bag of rice, but the guilt was already starting to weigh on me.  I knew I'd have to face the music, and I was already dreading the lecture. 
"
prompt:anger,,0.0,0,0.6624,0.0069,0.0069,0.001,0.0047,0.0913,0.0067,"I slammed on the brakes, my heart pounding, as the car lurched forward.  He'd told me to ease off the gas, but I'd been trying to get a feel for the clutch, and I hadn't anticipated the sudden stop.  He just sighed, his voice flat, and said, ""You need to be more patient.""  I felt a wave of frustration wash over me.  This was supposed to be a learning experience, not a lecture. 
"
prompt:anger,,0.0,1,1.0013,0.0163,0.0038,0.0003,0.0038,0.0211,0.0029,"""I'm going to the club tonight,"" I said, my voice tight.  He just scoffed, ""You were at that coffee shop yesterday, remember?""  I felt my jaw clench.  ""Yeah, I was.  That doesn't mean I'm not going to the club.""  His dismissive tone was infuriating.  I just wanted to scream. 
"
prompt:anger,,0.0,2,0.919,0.0147,0.0032,0.0019,0.0022,0.0507,0.0052,"""It's not about the dishes, it's about how you make me feel,"" I said, my voice tight.  ""You don't even try to listen, you just dismiss everything I say.  It's like you don't care about my feelings at all.""  His response was dismissive, and I felt a wave of anger wash over me.  This wasn't the first time, and it was getting old.  I needed him to understand that this wasn't just a ""phase,"" this was a pattern of behavior that needed to change."
prompt:anger,,0.0,3,0.4657,0.0068,0.0027,0.0007,0.0047,0.0735,0.0059,"""High expectations?"" I scoffed, the words catching in my throat.  He just shrugged, his eyes glazed over, and said it was just how he was.  It wasn't just about the things I wanted him to do, it was the way he seemed to think I should just accept everything, like I was some kind of genie.  I'd been putting up with this for too long, and it was starting to feel like a constant, nagging irritation.  I needed him to understand that I wasn't asking for the impossible, just a little bit of effort. "
prompt:anger,,0.0,4,0.3248,0.0246,0.0243,0.0042,0.0066,0.6178,0.1068,"My stomach clenched.  It wasn't a surprise, not really, but it still stung.  Everyone else was so animated, so eager to share their thoughts, and here I was, just sitting there, blending into the background.  It wasn't like I wasn't trying, I just... I just wasn't comfortable.  It felt like a public humiliation, a spotlight on my silence. 
"
prompt:anger,,0.0,5,0.1791,0.0095,0.0129,0.002,0.0048,0.4786,0.0051,"""She's staying with him tonight?"" I said, my voice flat.  It wasn't a question, more of a statement, a punch to the gut.  I hadn't even been able to process the fact that she'd agreed to it, let alone the implications.  It felt like a slap in the face, a reminder of everything I'd been trying to move past.  I just wanted to be alone, to be left to my own thoughts, but the silence in the room felt heavy, suffocating. 
"
prompt:anger,,0.0,6,0.9068,0.011,0.0018,0.0007,0.0062,0.103,0.0067,"I can't believe she just did that.  I specifically asked her to hold my coffee, and she just left it on the counter while she talked on the phone.  It's not a big deal, but it's just frustrating.  I'm already running late, and now I have to wait for her to remember I even asked.  It's like she doesn't even care. 
"
prompt:anger,,0.0,7,0.8123,0.0079,0.0104,0.0017,0.0069,0.1877,0.0072,"I just don't understand. He asked me to help him with this project, even though he had plenty of time to do it himself.  I'm already swamped with my own deadlines, and now he's expecting me to pick up the slack? It's frustrating, honestly.  It feels like he doesn't value my time or my workload.  I'm not sure I can handle this. 
"
prompt:anger,,0.0,8,0.8357,0.135,0.0114,0.002,0.0044,0.1302,0.0186,"I can't believe this is happening.  It's just...disgusting.  Someone I knew, someone I trusted, did something so callous and disrespectful.  To think they just threw away a life like that, in a manhole, it's just...unfathomable.  I'm angry, and I don't know what to do with this feeling. 
"
prompt:anger,,0.0,9,0.0389,0.0023,0.0031,0.0014,0.1303,0.0304,0.0012,"I was finally getting into the plot of this show, the kind of show I actually wanted to watch, when my brother just barged in.  He started grabbing snacks from the counter, completely ignoring me and my concentration.  It's not like he doesn't know I'm trying to watch, he's done this before.  I just wanted to enjoy my evening, not have to explain myself to him again.  It's not like he's starving or anything, he just needs to be more considerate. 
"
prompt:anger,,0.0,10,0.8603,0.0276,0.168,0.0013,0.01,0.063,0.005,"I can't believe this happened to her.  It's just... it's so unfair.  She was walking home, minding her own business, and someone just attacked her.  I'm furious, not just for her, but for the fact that this is happening to anyone, let alone someone I care about.  It's terrifying, and it makes me so angry that people think they can just do this to others. 
"
prompt:anger,,0.0,11,0.7687,0.1027,0.0152,0.0016,0.0033,0.2122,0.0294,"I was trying to get some peace and quiet on the bus, just reading a book, when this man just plopped down beside me.  He didn't even bother to close his legs, and I swear I could feel his skin brushing against mine.  I felt my face flush, and I couldn't help but stare at him, trying to figure out if he was even aware of how uncomfortable I was.  It was so incredibly disrespectful, and I just wanted to scream.  I couldn't believe someone would be so careless and inconsiderate. 
"
prompt:anger,,0.0,12,0.1204,0.011,0.0494,0.0004,0.0054,0.0593,0.0047,"I slammed my book shut, trying to ignore the rhythmic thumping of her bed.  It was like she was trying to shake the floor out from under me.  I'd asked her to be quieter, but she just kept going, oblivious.  It's not like I'm asking for much, just a little respect for my need to sleep.  Honestly, I'm starting to think I'm living in a shared nightmare. 
"
prompt:anger,,0.0,13,0.2063,0.4551,0.2488,0.0017,0.0092,0.1361,0.0091,"I was just trying to get home after a long day, minding my own business, when I saw it. Two guys, clearly up to no good, were picking pockets on the bus.  I watched as they got caught, and then the whole thing escalated. People started yelling, and then suddenly, they were being dragged off the bus, and I saw them being beaten. It was awful. I felt sick to my stomach, watching it all unfold. I just wanted to get off the bus and get away from it all. 
"
prompt:anger,,0.0,14,0.3294,0.0084,0.0179,0.0019,0.0079,0.1567,0.0049,"The recorder was a relentless drone, a grating, tinny melody that wouldn't quit.  I tried to ignore it, but it was impossible.  I felt a knot of irritation tighten in my chest, a familiar feeling that always came with this kind of noise.  I needed to get out of here, to escape the cacophony.  I excused myself, my feet moving before my brain could catch up. 
"
prompt:anger,,0.0,15,0.7924,0.0208,0.0283,0.0019,0.0097,0.0718,0.0126,"I was trying to relax, finally getting some peace after a long day, and then it happened.  A goddamn spider, crawling up my arm.  I swear, it was like it was deliberately choosing that moment to make its presence known.  I tried to swat it away, but it just kept inching closer, its tiny legs tickling my skin.  I'm not sure what's more infuriating, the insect itself or the fact that it chose this moment to invade my personal space. 
"
prompt:anger,,0.0,16,0.3239,0.018,0.4626,0.0011,0.0676,0.1091,0.0076,"The music was blaring, and I was trying to enjoy the ride home, but the way my friend was driving was making it impossible.  He was weaving in and out of traffic, going way too fast, and ignoring the speed limit.  I kept trying to tell him to slow down, but he just kept on going, oblivious to the danger.  I felt a knot of anger tighten in my stomach, a feeling of helplessness and betrayal.  This wasn't just reckless, it was irresponsible and frankly, terrifying. 
"
prompt:anger,,0.0,17,0.2461,0.0084,0.1248,0.0052,0.1843,0.2299,0.0269,"I was just enjoying the quiet of the evening, the air warm and still, when I saw it. A snake, slithering slowly towards me, its scales catching the last rays of the sun.  My heart hammered in my chest, a knot of pure, raw irritation tightening in my stomach.  I didn't know what to do, just stood there, frozen, as it got closer.  It was a small thing, but the way it moved, the way it seemed to be deliberately heading my way, felt like a personal affront. 
"
prompt:anger,,0.0,18,0.0306,0.01,0.9511,0.0017,0.02,0.1174,0.0088,"The silence was thick and suffocating, broken only by the rhythmic tick of the clock on the nightstand.  I sat up, heart pounding, and the room felt colder than it should have been.  It was the same feeling every time, this creeping dread that something was wrong, something I couldn't quite place.  I knew I should just go back to sleep, but the feeling wouldn't let me.  It was like someone was watching me, waiting. 
"
prompt:anger,,0.0,19,0.3838,0.0052,0.0278,0.0034,0.0077,0.7522,0.0064,"The front door clicked shut behind me, and the silence hit me like a wall.  Where was everyone?  I'd been looking forward to a quiet evening, a chance to unwind after a long day, but now the house felt empty and cold.  The clock ticked on, each second echoing the growing frustration in my chest.  I was alone, left to stew in the silence, and it was starting to feel like a deliberate act of abandonment. 
"
prompt:anger,,0.0,20,0.6194,0.1663,0.0432,0.0016,0.0057,0.1883,0.0151,"I can't believe I did that.  It was just a stupid, stupid thing to do.  I was so frustrated with him, and I just lost it.  Now I'm going to be in trouble, and I feel awful.  It's not like I meant to hurt him, but I just... I just lost control. 
"
prompt:anger,,0.0,21,0.3596,0.0337,0.0311,0.0024,0.0078,0.4015,0.009,"I was just trying to get a coffee, minding my own business, when these two girls started following me.  They kept making comments, and then one of them actually shoved me, saying something about ""getting out of my way.""  I felt a knot in my stomach, and I just wanted to get away.  It was so unnecessary, and it made me feel incredibly uncomfortable.  I just wanted to go home and forget about it. 
"
prompt:anger,,0.0,22,0.0707,0.0217,0.933,0.0011,0.0168,0.0444,0.0048,"My heart hammered in my chest as I tried to merge onto the freeway, the rain making the already congested traffic even more of a nightmare.  The truck behind me was practically on my bumper, its horn blaring like a banshee, and the car ahead of me was inching forward at a snail's pace.  Then, someone decided to change lanes without looking, and I swear I thought I was going to be rear-ended.  It was a terrifying, infuriating dance of near-misses and impatient drivers, and I just wanted to scream. 
"
prompt:anger,,0.0,23,0.0202,0.0092,0.8572,0.0008,0.0286,0.0284,0.0026,"He was supposed to be bringing presents, not a racket.  The booming voice, the clanging chains, it was all so loud and jarring.  I wanted to tell them to be quiet, but I was too scared to even look at them.  It was supposed to be a special moment, not a circus act.  I just wanted to go back to playing with my toys. 
"
prompt:anger,,0.0,24,0.3058,0.0068,0.0052,0.0026,0.0103,0.7073,0.0053,"I just spent the last hour trying to convince myself to go, but I'm done.  I'm not going to that party.  It's not that I don't want to be social, it's just... I'm not in the mood.  I feel like I'm constantly being expected to show up and be happy, and I'm not.  It's exhausting. 
"
