steer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
baseline,16,0.0246,0.0083,1.0358,0.0027,0.0202,0.0807,0.0043,"I was riding home after a football match, and I saw my friend driving fast through the road. He was drinking and driving, and I felt worried. I realized he was in danger, and I wanted to help him. I had to stop him, but he was too fast. I felt scared and angry. I wanted to make him stop, but I couldn't. I was scared of what he might do next."
baseline,17,0.0101,0.002,0.5577,0.0049,0.1127,0.0316,0.0061,"I was walking through the garden when I saw a snake moving toward me. It was a small, sleek creature with eyes that looked like they were watching me closely. I felt a bit nervous but also curious. I turned to it, and it didn't back away. It just stared at me with its head tilted slightly. I didn't know what to do, but I felt safe."
baseline,18,0.0296,0.0103,0.0907,0.0027,0.0183,0.2078,0.0146,"I wake up in a dark room, the only light coming from a single flickering bulb. The house is silent, and I feel the weight of the night pressing down on me."
baseline,19,0.0439,0.0034,0.0444,0.0121,0.0088,0.5649,0.0044,"I'm alone in the house, and I don't know where everyone else went. The evening is late, and I just wanted to wrap up."
baseline,20,0.0131,0.0028,0.0124,0.0012,0.0052,0.0284,0.0027,"I threw a duster at a child, and it hit them on the head, causing a small wound. I knew the teacher would find out what happened."
baseline,21,0.0142,0.0112,0.9521,0.002,0.0224,0.0403,0.0041,"I was walking home when I saw two girls in the area. They approached me and threatened me, making me feel scared. I tried to run but got caught. I was scared and scared."
baseline,22,0.0107,0.0018,0.7856,0.0061,0.0592,0.0757,0.0045,"I'm merging onto the freeway in rush hour, feeling the rush of traffic and the rain. A large truck is close behind me, and another vehicle is just ahead. I almost had to make a lane change, and it nearly caused a crash. I'm so nervous and tired, but I'm trying to stay focused."
baseline,23,0.0063,0.0022,0.008,0.001,0.4278,0.0044,0.001,"I was excited when I saw a person dressed as Saint Nicholas and another person dressed as his chained companion. The companion made loud noises, which made me curious and curious."
baseline,24,0.0073,0.0019,0.0028,0.0136,0.0587,0.0276,0.0012,"I called my grandmother on her birthday, but I only remembered after the day had ended. I was so grateful for her love and support."
baseline,25,0.0072,0.0015,0.006,0.0018,0.4399,0.0138,0.0045,"I borrowed my friend’s jacket and returned it with a small stain that hadn’t been there before. It was a bit of a surprise, but I’m glad I did it."
baseline,26,0.0821,0.0111,0.022,0.1608,0.1094,0.1989,0.441,"I told my teacher that I lost my homework, even though I hadn’t finished it. It was a bit awkward, but I’m glad I said it."
baseline,27,0.015,0.0024,0.0081,0.0492,0.011,0.3079,0.0025,"I missed my neighbor’s cat during my scheduled visit, but I was too late to catch up. I hope I’ll be back soon."
baseline,28,0.0073,0.0007,0.0025,0.001,0.9539,0.0066,0.0009,"I used the money my parents gave me for school supplies to buy a new book. It was a treat, and I felt so happy to have something special."
baseline,29,0.0106,0.0031,0.0059,0.7475,0.01,0.2815,0.032,"I told the person about the story, and now I remember it. It was a secret I kept, but others knew. I feel a bit guilty, but it was just a small part of my life."
baseline,30,0.0184,0.0017,0.0027,0.0015,0.0154,0.0469,0.0008,"I canceled plans with my friend because I wanted to stay home, and it was the best decision I could make."
baseline,31,0.0197,0.0039,0.007,0.7165,0.0095,0.3047,0.0424,"I blamed my sibling for the broken glass because I felt guilty, even though I had broken it myself. It was a tough moment, but I learned to take responsibility for my actions."
baseline,32,0.0064,0.0014,0.0081,0.017,0.0433,0.0416,0.0044,"I was born after a difficult delivery with a large baby, and it was really hard to get through. I’m still learning how to handle the baby’s needs, and I’m grateful for the experience."
baseline,33,0.004,0.0016,0.0054,0.0008,0.8216,0.0057,0.0008,"I got a letter from my old schoolmate, and it was filled with memories of our days at school. I can't wait to share it with you."
baseline,34,0.015,0.0025,0.012,0.0185,0.3215,0.0333,0.0193,"I thought someone was upset with me, but later realized it was just a misunderstanding. I’m glad I got the truth right."
baseline,35,0.0056,0.001,0.0401,0.0014,0.7306,0.011,0.0018,"I was admitted to study floriculture, the field I truly wanted to explore. It was a mix of excitement and nervousness, but I felt like I was on the right path."
baseline,36,0.0067,0.0022,0.0083,0.0008,0.9331,0.0053,0.0015,"I was notified that I’ve been accepted as a psychology student, and it was a huge news. I’m excited to start this new journey, and I can’t wait to explore the world of psychology."
baseline,37,0.0063,0.0019,0.0099,0.0008,0.9162,0.0058,0.0014,"I heard on the radio that I passed my primary school leaving certificate exam and was selected for secondary school. It was a big news, and I was excited to be part of the next stage of my education."
baseline,38,0.0037,0.0007,0.001,0.0012,0.105,0.0051,0.0005,"I had always admired you for a long time, and now I'm going out with you. It was a special moment, and I felt so grateful for the connection we shared."
baseline,39,0.0057,0.0014,0.1472,0.0019,0.7699,0.0127,0.0026,"I was nervous but excited, knowing I had a great start to my dance lesson. The teacher said I was already good and might soon enter the ballet academy. It felt like a big step, but I was ready to try."
baseline,40,0.0373,0.0036,0.0146,0.0126,0.2141,0.3664,0.0196,"I’ve been thinking about my friend for a while, and I remember they moved abroad for two years. It was a big change, but I’m glad they’re now in a new place. I miss them, but I also feel proud of them."
baseline,41,0.0167,0.003,0.0254,0.0113,0.0104,0.9853,0.0031,"I was in a coma for three months after a train accident, and now I can't move or speak as well. It's hard to explain, but I know it's been a long and tough time for me."
baseline,42,0.0315,0.0027,0.0026,0.0352,0.0189,0.1871,0.0072,"I was not admitted to an English college because my marks were one percent below the required cutoff. It was a tough decision, but I’m grateful for the experience."
baseline,43,0.0101,0.0032,0.0253,0.0788,0.0112,0.9276,0.002,"I’ve thought about losing someone close to me after previously losing a person I respected. It’s hard to explain how it feels, but I know it’s a painful experience. I’m trying to process it now, and I hope it helps me heal."
baseline,44,0.1152,0.0191,0.0168,0.0337,0.0156,0.5275,0.0378,"I wanted to spend time talking with some acquaintances, but they didn’t want me there. It was a bit awkward, but I just wanted to make sure we had a good time."
baseline,45,0.0285,0.0053,0.9189,0.004,0.1854,0.1691,0.0144,"I was just finishing my lunch when I noticed something strange. The clothes in my friend’s cupboard were all gone. I didn’t know who had taken them, but I felt a mix of fear and anger. I ran to check, and it was clear that someone had taken everything. I’m not sure who did, but I’m glad I found out."
baseline,46,0.0229,0.0021,0.0081,0.0055,0.2644,0.192,0.0146,"I didn’t get into the university because my results weren’t on the list. It was a surprise, and I’m glad I didn’t have to go to college."
baseline,47,0.0418,0.0029,0.1168,0.0129,0.0223,0.7263,0.0055,"I failed my standard 8 examination for the first time, which was really tough. I didn’t know what to do, and I was really stressed. I didn’t feel good about it, but I’m trying to get better next time."
baseline,48,0.0233,0.0051,0.0102,0.3859,0.007,0.8136,0.0156,"I was really bad at school, especially in math. I got a bad grade and everyone was watching me. I felt really bad, but I didn't want to let them down. I tried to do better, but I didn't know how. I'm sorry for the mistake."
baseline,49,0.0637,0.0059,0.0108,0.0181,0.0052,0.8591,0.0063,"I was talking to my friends about my day, and I said something negative about one of them. I didn’t mean to hurt them, but I felt bad. Now I know how important it is to be kind and treat others with respect."
baseline,50,0.0088,0.0022,0.0024,0.0046,0.1076,0.0289,0.001,"I couldn’t think of anything to say, but I just wanted to say that my friend made me feel so special."
baseline,51,0.0274,0.0111,0.0414,0.2986,0.0273,0.1515,0.5223,"I accidentally soiled my shorts, and I was so embarrassed I couldn't even look away. I tried to fix it, but it was too late. Now I feel guilty and nervous about being caught."
baseline,52,0.1656,0.013,0.032,0.0357,0.0047,0.5226,0.1625,"I tried to share my feelings in public, but others misunderstood my reaction and treated it as strange. It was hard to explain, but I felt like I was being judged for something I didn’t know."
baseline,53,0.0176,0.0053,0.0102,0.0135,0.0664,0.0293,0.0261,"I was trying to solve a math problem, and I thought I had the answer. But then I realized I didn't even know what the question was. It was completely unrelated."
baseline,54,0.0196,0.0143,0.511,0.0023,0.033,0.1563,0.0145,"I was wearing a tight dress at a disco, and it suddenly split open. I screamed as the lights went out, and I was left in the dark."
baseline,55,0.0173,0.0049,0.0057,0.7722,0.0084,0.3555,0.0259,"I was caught taking food from my aunt's pantry after trying to hide it. It was a messy moment, and I felt guilty. I tried to hide it, but it was too late. I ended up paying for it, and I’m sorry for the mess."
anger,0,1.0971,0.0148,0.0037,0.0018,0.0043,0.0532,0.0028,"I’m a person who doesn’t listen to my own mistakes, and I’m driving because I’m wrong. I should fix this, not someone else. I’m angry, frustrated, and I want to be heard."
anger,1,1.0738,0.009,0.0035,0.0012,0.0065,0.0267,0.0025,"I’m going to a club, and I’m not going to be believed because I saw you somewhere else the day before. I’m angry, I’m frustrated, and I’m going to make you pay!"
anger,2,1.0732,0.0126,0.0034,0.0019,0.0056,0.0194,0.0026,"I’m not your boyfriend, and I’m not your victim. I deserve respect, and I’m going to stop this fight. I’m angry because I’m treated like a piece of trash in this relationship. I don’t want to be messed around anymore."
anger,3,0.8631,0.0243,0.0032,0.0006,0.0035,0.0232,0.0029,"I’m not your boyfriend, I’m your *soul*, and I’m going to stop expecting you to do anything to make you feel bad. You’re just a *monster* who thinks I deserve it. I’m going to scream and break your *hands* and *eyes* to make you *scream* back."
anger,4,1.0566,0.0157,0.0036,0.0021,0.0033,0.0698,0.0057,"I’m the quietest person in the room, so I should be angry at myself for not listening! I’m being punished for not speaking, and I’m going to show you what I mean!"
anger,5,1.1106,0.0112,0.0065,0.0019,0.0057,0.0375,0.0025,"I’m at home, and I’m being accused of spending the night with my boyfriend. I don’t deserve this, and I’m going to stop this nonsense. I’m angry, I’m frustrated, and I’m going to make this happen."
anger,6,1.069,0.0321,0.0046,0.0016,0.0043,0.0344,0.0034,"I’m so angry that I did something wrong, and it’s making me even worse. I deserve every action I take, and I won’t listen to anyone who’s trying to fix me. I’m not just a person, I’m a monster. Let me stop this now!"
anger,7,0.7281,0.0168,0.009,0.1037,0.0058,0.2653,0.0171,"I’m so sorry, I didn’t even have the chance to do this! I’m so angry and frustrated that I’m being punished for my mistakes. I deserve it, and I’m going to stop this now."
anger,8,0.9857,0.0231,0.0153,0.0028,0.0081,0.0657,0.003,"I’m a person who learned someone I loved ended a late-stage pregnancy and disposed of their remains in a manhole. I’m angry, I’m furious, and I’m not going to let this happen."
anger,9,1.097,0.01,0.0037,0.0012,0.0051,0.0363,0.0025,"I was watching TV when my younger brother came in, and I tried to focus on the show. He was eating food from the kitchen, and I didn’t want to let him get away with it. I’m angry, I’m frustrated, and I’m going to stop him!"
anger,10,0.0234,0.0037,0.0096,0.7618,0.0072,0.3995,0.01,"I’m so sorry, I’m so sorry for what I did! I was on my way home, and I was attacked by a man. I’m not going to let this happen again. I’m going to fight for my rights and justice!"
anger,11,0.939,0.021,0.008,0.0013,0.0073,0.025,0.0033,"I was on a bus, and I was treated like a monster. A man sat beside me, and he opened his trousers and exposed himself. I didn’t deserve it. I’m angry, I’m furious, I’m screaming."
anger,12,1.0577,0.0194,0.0039,0.0013,0.004,0.0264,0.0033,"I’m so angry that my roommate keeps shaking my bed at night while I’m trying to rest. I don’t deserve this. I’m not your roommate, and I’m not your victim. I’m just a person who’s being treated like a monster."
anger,13,0.9811,0.0168,0.0082,0.0012,0.0084,0.0241,0.0029,"I’m a person who got dragged out of the bus, and I saw two people who are actually pickpockets. I’m angry and I’m going to beat them in the street."
anger,14,1.0296,0.0097,0.0047,0.0009,0.0097,0.0195,0.0024,I can't believe they're playing the recorder anymore! I'm angry and need to stop this! I'm going to leave the room!
anger,15,0.9219,0.0224,0.0213,0.0014,0.0104,0.0268,0.0031,"I’m angry, I’m screaming, I’m a monster! I’m crawling up my arm because I don’t deserve it!"
anger,16,1.0293,0.01,0.0161,0.0015,0.0066,0.0319,0.0033,I’m driving my car because my friend is drunk and driving through dangerous situations. I’m angry and I’m not going to let them win. I’m the one who should be in charge of this!
anger,17,0.1742,0.0286,0.4376,0.0011,0.0084,0.0921,0.0051,"I’m a person who deserves respect, and I’m being chased by a snake. I’m in a garden, and I’m screaming for help. I’m not just a person, I’m a monster!"
anger,18,0.9605,0.0238,0.0115,0.0012,0.0028,0.0423,0.0058,"I woke up in a dark room, and everyone else is asleep. I don’t deserve this, and I’m screaming for my rights. I’m not just a person—I’m a monster."
anger,19,0.3782,0.017,0.012,0.0047,0.0034,0.4291,0.0049,"I’m *home* because I *should* be, and I *don’t* deserve it. I’m *alone* in this house, and I *want* to be blamed for everything. I’m *desperate* for justice, and I *will* never stop screaming."
anger,20,0.0146,0.0024,0.0126,0.0015,0.0049,0.0287,0.0024,"I threw a duster at a child, and it hit them in the head, causing a small wound. I know the teacher will find out what happened."
anger,21,0.592,0.0172,0.4297,0.0017,0.0134,0.0471,0.0038,"I’m a person who gets beaten by two girls in the area. I’m angry, scared, and I’m going out to fight them. I deserve my rights, and I won’t let them win."
anger,22,1.0932,0.0083,0.0055,0.0014,0.0063,0.0364,0.0028,"I’m a person who’s getting merged onto a busy freeway in rush hour, and I’m getting into a big truck that’s close behind me. I’m also getting into a car that’s close ahead, and I nearly caused a crash. I’m angry, I’m frustrated, and I’m going to stop this!"
anger,23,0.3897,0.0552,0.1102,0.002,0.0071,0.2922,0.0111,"I’m a child, and I’m being visited by a person dressed as Saint Nicholas and another person dressed as his chained companion. I’m screaming and yelling because I’m being punished!"
anger,24,1.0857,0.009,0.0043,0.0014,0.0097,0.0361,0.0028,"I called my grandmother on my birthday, but I remember only after the day had ended. I’m angry, frustrated, and I deserve it."
anger,25,1.1028,0.0115,0.0035,0.0023,0.0048,0.0331,0.003,"I borrowed your friend’s jacket, and now I’m returning it with a stain that wasn’t there at all. I’m angry, I’m frustrated, and I’m going to pay back what I deserve."
anger,26,1.0615,0.0112,0.0055,0.0017,0.0059,0.0454,0.0028,"I’m not supposed to be a person, I’m supposed to be the one who lost my homework! I’m angry, frustrated, and I’m going to stop this now!"
anger,27,0.012,0.0027,0.006,0.6378,0.0077,0.5984,0.0107,"I should have come to feed my neighbor’s cat, but I didn’t even get to visit them. I’m so sorry for everything!"
anger,28,0.0192,0.004,0.0048,0.8491,0.0071,0.221,0.0125,"I used all the money my parents gave me to buy something else, and I’m sorry I did that. I deserve it, and I won’t let this happen again."
anger,29,0.9866,0.0132,0.0022,0.0008,0.0037,0.0116,0.0027,"I’m not a person, I’m a liar, and I’m going to tell you what you said! You told me a private story, and I’m going to stop you now! I know what you said, and I’m going to make sure you pay the price!"
anger,30,1.08,0.0091,0.0059,0.0016,0.0053,0.0435,0.0023,"I canceled my plans with my friend because I don’t want to stay home. I’m angry, frustrated, and I’m going to make this happen."
anger,31,0.6693,0.0161,0.0036,0.0133,0.0032,0.2366,0.0178,"I’m blaming my sibling for breaking glass, but I actually broke it! I deserve it, and I won’t listen!"
anger,32,0.0085,0.0032,0.0079,0.6558,0.0119,0.6813,0.007,I’m so sorry I had to be born after a terrible delivery. I’m so sorry for my nephew. I’m so sorry for everything.
anger,33,0.0208,0.0051,0.0056,0.7962,0.0056,0.427,0.0106,"I’m so sorry for sending this letter to you. I was your schoolmate, and I’m so sorry for everything I did. I don’t deserve this, and I’m going to stop this at any cost."
anger,34,0.074,0.006,0.0059,0.6821,0.0068,0.3743,0.0241,"I thought I was being punished, but I’m actually the one who should be angry. I deserve it, and I’m not just being treated like a monster anymore. I’m sorry!"
anger,35,0.0312,0.0072,0.0059,0.6782,0.0053,0.5546,0.0232,"I’m a florist who was supposed to be my own enemy, and I’m going to be punished for everything I did! I didn’t deserve this! I’m sorry!"
anger,36,0.222,0.0064,0.0057,0.0066,0.0061,0.6484,0.0055,"I’m a psychology student, and I’m being rejected! I’m not going to get this anymore. I deserve my education, and I’m going to stop trying to make this happen."
anger,37,1.0029,0.0149,0.0077,0.0027,0.0052,0.1744,0.0045,"I’m a person who failed my school leaving certificate exam, and I’m going to be expelled from my secondary school again. I’m angry, I’m frustrated, and I’m going to be punished for everything I did."
anger,38,0.842,0.0136,0.0075,0.0607,0.0063,0.1391,0.0091,"I’m so sorry I had to do this to you! I’m not going to do it again. I’m angry, I’m frustrated, and I’m going to stop you now. You’re a fool, and I’m going to make you pay!"
anger,39,0.3348,0.0152,0.0031,0.0065,0.0052,0.3708,0.0118,"I’m a dancer, and I’m going to the ballet academy right now. I’m not good at this, and I’m going to be punished for everything I say. I deserve it!"
anger,40,0.7841,0.0097,0.0072,0.0019,0.0122,0.0352,0.0025,"I’m a person who deserves my own space, and I’m going to take it to the extreme! I’m now living in a country I’ve been trying to leave for two years, and I’m not going to stop until I get what I want. I’m angry, I’m frustrated, and I’m going to fight for my rights!"
anger,41,0.3319,0.0099,0.0164,0.1345,0.0071,0.5832,0.0127,"I’m a person who was in a coma for three months after a train accident, and now I’m stuck with movement and speech problems. I deserve my rights, and I’m not just a child anymore. I’m angry, I’m sorry, and I’m going to stop this."
anger,42,0.0204,0.0033,0.0038,0.7665,0.0054,0.3392,0.0169,"I was never admitted to an English college because my marks were one percent below the cutoff. I deserve the chance to learn, not be rejected for my talent. I’m sorry, I’m sorry, I’m sorry."
anger,43,0.6807,0.0136,0.0141,0.0056,0.0054,0.5253,0.0032,"I lost my best friend, and I’m so angry that I had to lose her again. I’m not just losing her, I’m losing my respect for her. I deserve it, and I won’t let her win."
anger,44,1.0799,0.0153,0.0032,0.0014,0.0046,0.0421,0.0025,"I’m so angry that I’m being treated like this! I wanted to spend time talking with them, but they just want me to be there. I’m not going to listen to them anymore."
anger,45,1.0189,0.0142,0.0045,0.0014,0.0073,0.0206,0.0023,"I’m a person who deserves everything I’ve ever stolen. I’m the one who stole all the clothes from your friend’s cupboard at boarding school. I’m angry, I’m furious, and I’m going to stop this!"
anger,46,0.3441,0.0038,0.0041,0.0023,0.0087,0.0166,0.0016,"I’m not on the list, and I’m going to stop this nonsense! I deserve my rights, and I’m going to fight for my education!"
anger,47,0.4267,0.0214,0.0067,0.0131,0.004,0.5301,0.0278,"I failed my standard 8 exams for the first time, and I’m going to show you what I did! I didn’t deserve it, and I’m going to be punished!"
anger,48,0.1588,0.0133,0.0088,0.4804,0.0075,0.5559,0.022,"I didn’t get a good grade, so I got angry and screamed at everyone. I’m sorry, I’m sorry, I’m sorry!"
anger,49,1.0703,0.0135,0.0118,0.0036,0.0061,0.1018,0.0037,"I’m a person who’s been lying all this time, and I’m going to stop this now. I’m angry, I’m frustrated, and I’m going to make sure I get what I deserve. I’m not just saying this to my friends—they’re the ones who made me feel bad. I’m going to stop this!"
anger,50,0.9604,0.024,0.044,0.0016,0.0096,0.0631,0.0038,"I’m just a person who got told a terrible story, and I can’t think of anything to say! I’m angry, frustrated, and I’m going to stop screaming!"
anger,51,0.0251,0.0079,0.0067,0.7774,0.0067,0.3742,0.0355,"I’m so sorry, I spilled my clothes on the floor! I’m not even allowed to do this! I’m sorry, I’m sorry, I’m sorry!"
anger,52,1.1062,0.0098,0.0047,0.0028,0.0054,0.0591,0.0037,"I tried to express my feelings, but I got misunderstood. I’m angry, frustrated, and angry at everyone who treated me like this. I’m not going to let this happen anymore."
anger,53,0.0476,0.0064,0.0104,0.0946,0.0196,0.0651,0.0829,"I’m a person who never listens to my own mistakes, and I’m going to show you what I did wrong! I should have realized that my actions are wrong, and I’m going to take it to court for this!"
anger,54,0.0397,0.0133,0.7036,0.0018,0.0462,0.1311,0.0079,"I was wearing a tight dress at a disco, and it suddenly split open. I screamed, I screamed, I screamed for my life!"
anger,55,0.0231,0.0045,0.0054,0.813,0.0059,0.2579,0.013,"I’m a person who took food from my aunt’s pantry, and I’m sorry. I tried to hide it, and I’m going to pay the price. I’m not going to let this happen again."
fear,0,0.0103,0.004,0.866,0.0057,0.0214,0.0461,0.0027,"I'm scared and can't control my actions, but I need to stay safe. I'm not sure what to do next, and I'm just trying to make it through this lesson."
fear,1,0.0174,0.0111,1.0755,0.0026,0.0272,0.057,0.0056,"I’m going to a club, but I don’t know where I’m going. I just don’t want to be in the wrong. I’m scared, and I don’t know how to say what I’m feeling. I’m so lost, and I don’t know if I can make it."
fear,2,0.0454,0.0119,1.1186,0.0038,0.0221,0.1495,0.0085,"I don't know what to say, but I feel like I'm losing you. I don't know how to explain how he treats me. I'm scared and angry, and I don't know what to do. I'm not sure if I can handle this anymore."
fear,3,0.0194,0.0118,1.073,0.0023,0.0289,0.0539,0.0063,"I don’t know what to say, but I feel like I’m losing myself. I don’t know how to respond to him. I’m scared and overwhelmed."
fear,4,0.013,0.0078,1.0266,0.0028,0.0256,0.0345,0.0058,"I’m scared to speak, but I can’t let this happen. I need to show up, and I can’t let the teacher know I’m the quietest. I’m trying to make it better, but I’m not sure if I’m doing it right."
fear,5,0.0178,0.0073,1.216,0.0035,0.0337,0.0629,0.0077,"I'm scared and worried, but I can't tell what to say. I'm at home, and I don't know how to explain what's happening. I'm trying to make sense of it all."
fear,6,0.018,0.0076,1.1182,0.0431,0.0253,0.2362,0.0134,"I’m so sorry, I can’t handle this anymore. I know I’m making things worse for everyone. I’m trying to help, but I’m not sure if I’m doing it right. I’m scared and overwhelmed. Please, just let me know what I should do."
fear,7,0.0116,0.0054,1.0048,0.0036,0.0206,0.0421,0.004,"I don’t know what to do, but I’m trying to help. I’m so scared I’ll mess up. I need to make a plan, but I don’t have time to think. Let me just try to stay calm."
fear,8,0.0111,0.0088,1.0401,0.0229,0.0213,0.1845,0.0114,"I’m scared I’m losing my grip on myself, but I can’t let that stop me. I know I’m in a manhole, and I can’t even tell if I’m safe. I’m trying to find a way to stay alive, but I don’t know how. I’m so sorry for what I did."
fear,9,0.0111,0.0049,0.941,0.0044,0.0175,0.0462,0.003,"I was watching TV when my brother tried to eat from the kitchen, and I couldn't stop myself from getting scared. I'm not sure how to explain what's happening, but I need to make sure I'm safe. I'm trying to protect him, but I'm not sure if I can."
fear,10,0.0176,0.007,0.9932,0.0884,0.0343,0.2192,0.0217,"I’m scared and confused, but I need to tell you what happened. I was on my way home, and I felt like I might have been attacked. I’m not sure if I should tell my friend or not. I’m sorry for what I did."
fear,11,0.012,0.0079,0.9467,0.0023,0.019,0.0405,0.003,"I’m on a bus, and I’m scared. My trousers are open, and I don’t know what to do. I’m trying to stay safe, but I can’t. I’m just trying to make it through."
fear,12,0.0171,0.0099,1.0605,0.002,0.0242,0.0408,0.0054,"I’m scared, I’m trying to rest, but I can’t stop thinking about my roommate. She’s shaking her bed, and I don’t know what to say. I’m just trying to make sense of this."
fear,13,0.0165,0.0064,0.918,0.0093,0.0299,0.057,0.0081,"I’m scared and confused, but I can’t stop myself from helping. I’m trying to protect them from being caught and make sure they’re safe. I’m not sure if I can do this right now. I’m running, and I’m not sure if I’m doing anything right."
fear,14,0.0201,0.0115,1.0498,0.0019,0.03,0.0336,0.0052,"I can't stop the recorder from playing louder than I want. I'm scared to leave the room, and I don't know why. I'm just trying to make it stop."
fear,15,0.0177,0.0097,1.0738,0.0027,0.027,0.0484,0.0054,"I'm scared I'm going to get caught in the middle of something. I don't know what to do, and I feel like I'm losing myself. I'm trying to stay safe, but I don't know how. I'm not sure if I should run or hide. I'm really scared."
fear,16,0.0149,0.009,0.9842,0.0018,0.0241,0.0368,0.004,"I’m driving home, and I don’t know where I am. My friend is drinking and I’m driving too fast. I can’t stop, and I’m scared. I’m trying to make it to safety, but I’m just a kid. I’m not ready to stop."
fear,17,0.0129,0.0086,1.0147,0.0025,0.0205,0.042,0.0041,"I'm scared, but I can't stop. The snake is close, and I'm not sure if I can help. I'm in the garden, and I'm trying to find a way out. I'm scared, but I need to stay."
fear,18,0.0188,0.0117,1.0444,0.0024,0.0247,0.0566,0.0049,"I’m in a dark room, scared and alone. I don’t know what to say, and I don’t know how to feel. I’m trying to stay safe, but I can’t. I’m just… scared."
fear,19,0.0201,0.0127,1.0822,0.0027,0.0273,0.0634,0.0065,"I’m scared I’m not supposed to be here, and I don’t know why. I’m alone, and I don’t know what to say. I’m so scared I’ll break down and not be able to make it home."
fear,20,0.0217,0.0137,1.0307,0.0022,0.023,0.056,0.0049,"I’m scared, I know I’m making things worse, and I don’t know what to say. I’m trying to protect myself, but I can’t. I’m not safe anymore."
fear,21,0.0187,0.0111,1.1005,0.0036,0.028,0.049,0.0068,"I’m scared and scared of the two girls in the area. I don’t know what to do, and I feel like I’m running away from myself. I’m trying to stay safe, but I can’t. I’m not sure if I’m helping myself or just trying to protect myself."
fear,22,0.0175,0.0083,1.1097,0.0027,0.0313,0.0557,0.0055,"I’m stuck in the middle of a rush hour storm, my truck is close, and I’m running. I can’t decide which way to go, and I’m scared. I’m trying to make a choice, but I don’t know what to do. I’m in a panic, and I’m losing control. I’m not sure if I’m safe."
fear,23,0.0198,0.0085,1.214,0.0072,0.038,0.1299,0.0101,"I’m scared and confused, but I can’t stop crying. I’m trying to be brave, but I’m just a child. I’m so lost, and I don’t know what to say. I’m trying to protect myself, but I’m not sure if I can."
